zone,season,daytype,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
DRC_South,Q2,d4,0.8933,0.8769,0.8671,0.8584,0.8573,0.866,0.8671,0.8726,0.8813,0.8998,0.9086,0.914,0.9129,0.9107,0.9107,0.9151,0.9184,0.9293,0.9467,0.9925,0.9838,0.9565,0.9358,0.9206
DRC_South,Q2,d5,0.8735,0.8575,0.8479,0.8394,0.8383,0.8468,0.8479,0.8532,0.8618,0.8799,0.8884,0.8938,0.8927,0.8906,0.8906,0.8948,0.898,0.9087,0.9258,0.9706,0.962,0.9354,0.9151,0.9002
DRC_East,Q1,d1,0.8234,0.8084,0.7993,0.7913,0.7903,0.7983,0.7993,0.8043,0.8124,0.8295,0.8375,0.8425,0.8415,0.8395,0.8395,0.8436,0.8466,0.8566,0.8727,0.9149,0.9069,0.8818,0.8627,0.8486
DRC_East,Q1,d2,0.867,0.8511,0.8416,0.8332,0.8321,0.8406,0.8416,0.8469,0.8554,0.8734,0.8818,0.8871,0.8861,0.884,0.884,0.8882,0.8914,0.902,0.9189,0.9634,0.9549,0.9284,0.9083,0.8935
DRC_East,Q1,d3,0.8866,0.8704,0.8606,0.852,0.8509,0.8596,0.8606,0.8661,0.8747,0.8931,0.9018,0.9072,0.9061,0.9039,0.9039,0.9083,0.9115,0.9224,0.9397,0.9851,0.9765,0.9494,0.9288,0.9137
DRC_East,Q1,d4,0.8234,0.8084,0.7993,0.7913,0.7903,0.7983,0.7993,0.8043,0.8124,0.8295,0.8375,0.8425,0.8415,0.8395,0.8395,0.8436,0.8466,0.8566,0.8727,0.9149,0.9069,0.8818,0.8627,0.8486
DRC_East,Q1,d5,0.8234,0.8084,0.7993,0.7913,0.7903,0.7983,0.7993,0.8043,0.8124,0.8295,0.8375,0.8425,0.8415,0.8395,0.8395,0.8436,0.8466,0.8566,0.8727,0.9149,0.9069,0.8818,0.8627,0.8486
DRC_East,Q2,d1,0.9,0.8835,0.8736,0.8648,0.8637,0.8725,0.8736,0.8791,0.8879,0.9066,0.9154,0.9209,0.9198,0.9176,0.9176,0.922,0.9253,0.9363,0.9538,1,0.9912,0.9637,0.9429,0.9275
DRC_East,Q2,d2,0.8933,0.8769,0.8671,0.8584,0.8573,0.866,0.8671,0.8726,0.8813,0.8998,0.9086,0.914,0.9129,0.9107,0.9107,0.9151,0.9184,0.9293,0.9467,0.9925,0.9838,0.9565,0.9358,0.9206
DRC_East,Q2,d3,0.867,0.8511,0.8416,0.8332,0.8321,0.8406,0.8416,0.8469,0.8554,0.8734,0.8818,0.8871,0.8861,0.884,0.884,0.8882,0.8914,0.902,0.9189,0.9634,0.9549,0.9284,0.9083,0.8935
DRC_East,Q2,d4,0.8933,0.8769,0.8671,0.8584,0.8573,0.866,0.8671,0.8726,0.8813,0.8998,0.9086,0.914,0.9129,0.9107,0.9107,0.9151,0.9184,0.9293,0.9467,0.9925,0.9838,0.9565,0.9358,0.9206
DRC_East,Q2,d5,0.8735,0.8575,0.8479,0.8394,0.8383,0.8468,0.8479,0.8532,0.8618,0.8799,0.8884,0.8938,0.8927,0.8906,0.8906,0.8948,0.898,0.9087,0.9258,0.9706,0.962,0.9354,0.9151,0.9002
